MMSI,Vessel_Name,Timestamp,Latitude,Longitude,Speed_Knots,Heading,Vessel_Type
419301005,MT Coastal Trader,2017-01-27 06:16:00,12.81437,80.93461,10.0,318.0,Tanker
419501012,Royapuram FV,2017-01-27 06:16:00,13.11051,80.32004,5.2,137.2,Fishing
419601004,Tug Ennore,2017-01-27 06:16:00,13.25392,80.30547,4.1,48.8,Tug
419053900,MT Dawn Kanchipuram,2017-01-27 06:17:00,12.371,81.58751,10.1,326.2,Tanker
419201004,MV Coastal Glory,2017-01-27 06:17:00,13.28158,80.31548,0,357.4,Cargo
419201008,MV Chennai Bulk,2017-01-27 06:17:00,12.29543,82.47546,12.4,287.2,Cargo
419201006,MV KPL Carrier,2017-01-27 06:18:00,13.24696,80.3369,0,89.4,Cargo
419501004,Ennore FV-11,2017-01-27 06:18:00,13.19945,80.37874,4.1,145.8,Fishing
419501010,North FV-01,2017-01-27 06:18:00,13.19319,80.51644,5.7,59.2,Fishing
419201007,MV Sakthi Pride,2017-01-27 06:19:00,13.25274,80.3167,0,356.5,Cargo
419201001,MV Vishakha Star,2017-01-27 06:19:00,13.19078,80.47128,0.4,0.5,Cargo
419301002,MT Chennai Petro,2017-01-27 06:19:00,13.0902,80.52963,0,0.7,Tanker
419201005,MV Eastern Star,2017-01-27 06:19:00,12.26448,82.38156,14.2,290.3,Cargo
419201003,MV Ennore Express,2017-01-27 06:20:00,13.26492,80.31941,0.1,1.7,Cargo
419301001,MT Sanmar Spirit,2017-01-27 06:20:00,13.24364,80.35615,0.2,90.7,Tanker
419301003,MT Coromandel King,2017-01-27 06:20:00,13.24641,80.34001,0.9,359.0,Tanker
636201001,MV Fortune Bulker,2017-01-27 06:20:00,11.64365,83.34974,13.4,285.2,Cargo
636401001,MV Atlantic Bridge,2017-01-27 06:20:00,15.5667,82.09248,16.8,354.3,Container
419501003,Chennai FV-03,2017-01-27 06:20:00,13.30394,80.2237,3.8,234.8,Fishing
419601001,Tug KPL-1,2017-01-27 06:20:00,13.24339,80.32934,4.3,239.4,Tug
419301006,MT Triton,2017-01-27 06:21:00,13.26539,80.30942,0.2,2.1,Tanker
419301007,MT Bay Tanker,2017-01-27 06:21:00,13.15042,80.46013,0.3,0.4,Tanker
538301001,MT Gulf Carrier,2017-01-27 06:21:00,13.0618,80.55001,0,359.1,Tanker
419201010,MV KPL Vishal,2017-01-27 06:21:00,12.83104,81.18531,13.3,291.3,Cargo
419301004,MT POL Voyager,2017-01-27 06:22:00,13.23023,80.42056,0,359.7,Tanker
419401002,MV Coromandel Trade,2017-01-27 06:22:00,11.71909,82.4286,14.2,3.8,Container
419201004,MV Coastal Glory,2017-01-27 06:23:00,13.28075,80.31493,0,358.2,Cargo
419201002,MV APJ Kiran,2017-01-27 06:23:00,13.14178,80.50096,0.2,2.2,Cargo
419601002,Tug KPL-2,2017-01-27 06:23:00,13.23345,80.31995,4.5,76.2,Tug
419601003,Pilot KPL,2017-01-27 06:23:00,13.27015,80.32285,3.8,159.4,Tug
419201006,MV KPL Carrier,2017-01-27 06:24:00,13.24867,80.33718,0.2,88.0,Cargo
419201007,MV Sakthi Pride,2017-01-27 06:24:00,13.25103,80.31779,0.1,359.8,Cargo
419301001,MT Sanmar Spirit,2017-01-27 06:24:00,13.24348,80.35446,0.2,85.8,Tanker
419501014,Chennai FV-11,2017-01-27 06:24:00,13.13516,80.38289,3.5,314.7,Fishing
419053900,MT Dawn Kanchipuram,2017-01-27 06:25:00,12.38767,81.57405,9.7,324.5,Tanker
419201003,MV Ennore Express,2017-01-27 06:25:00,13.26625,80.31907,0,3.8,Cargo
419201001,MV Vishakha Star,2017-01-27 06:25:00,13.19058,80.47012,0,357.6,Cargo
419301002,MT Chennai Petro,2017-01-27 06:25:00,13.09069,80.53025,0.1,0.9,Tanker
419201008,MV Chennai Bulk,2017-01-27 06:25:00,12.3039,82.44844,12.3,288.7,Cargo
419301005,MT Coastal Trader,2017-01-27 06:25:00,12.82927,80.91876,10.5,313.6,Tanker
419301003,MT Coromandel King,2017-01-27 06:26:00,13.24636,80.34165,0,0.1,Tanker
419301006,MT Triton,2017-01-27 06:26:00,13.26636,80.31073,0,359.7,Tanker
636201001,MV Fortune Bulker,2017-01-27 06:26:00,11.64827,83.32102,13.9,279.0,Cargo
419301007,MT Bay Tanker,2017-01-27 06:27:00,13.14904,80.46027,0,3.3,Tanker
419201006,MV KPL Carrier,2017-01-27 06:28:00,13.2478,80.33693,0,90.3,Cargo
419201007,MV Sakthi Pride,2017-01-27 06:28:00,13.25236,80.31868,0.3,357.8,Cargo
419301004,MT POL Voyager,2017-01-27 06:28:00,13.23172,80.42067,0.3,359.3,Tanker
538301001,MT Gulf Carrier,2017-01-27 06:28:00,13.06067,80.55236,0.4,358.0,Tanker
419201005,MV Eastern Star,2017-01-27 06:28:00,12.2719,82.35054,13.8,286.4,Cargo
419201004,MV Coastal Glory,2017-01-27 06:29:00,13.28283,80.31527,0,0.8,Cargo
419301001,MT Sanmar Spirit,2017-01-27 06:29:00,13.24312,80.35646,0.3,91.3,Tanker
419201002,MV APJ Kiran,2017-01-27 06:29:00,13.14205,80.50118,0.5,1.7,Cargo
419301003,MT Coromandel King,2017-01-27 06:30:00,13.24755,80.33995,0.6,359.9,Tanker
419201001,MV Vishakha Star,2017-01-27 06:30:00,13.1921,80.4707,0,2.1,Cargo
566401001,MV Singapore Star,2017-01-27 06:30:00,10.30119,83.09936,15.4,11.2,Container
419501008,Kovalam FV-01,2017-01-27 06:30:00,12.76936,80.27033,4.8,167.8,Fishing
419201003,MV Ennore Express,2017-01-27 06:31:00,13.26613,80.3201,0,0.1,Cargo
419201010,MV KPL Vishal,2017-01-27 06:31:00,12.8412,81.15682,13.4,290.7,Cargo
419301006,MT Triton,2017-01-27 06:32:00,13.26423,80.30791,0,2.2,Tanker
419301002,MT Chennai Petro,2017-01-27 06:32:00,13.0915,80.53074,0,358.7,Tanker
636401001,MV Atlantic Bridge,2017-01-27 06:32:00,15.63695,82.08751,16.5,358.2,Container
419501009,Kovalam FV-02,2017-01-27 06:32:00,12.80756,80.25892,3.8,99.6,Fishing
419501012,Royapuram FV,2017-01-27 06:32:00,13.09141,80.33631,5.3,137.9,Fishing
419201006,MV KPL Carrier,2017-01-27 06:33:00,13.24718,80.33471,0,92.7,Cargo
419201007,MV Sakthi Pride,2017-01-27 06:33:00,13.2526,80.31743,0,359.3,Cargo
419301001,MT Sanmar Spirit,2017-01-27 06:33:00,13.24594,80.35647,0,90.1,Tanker
419053900,MT Dawn Kanchipuram,2017-01-27 06:34:00,12.40626,81.55799,10.0,321.1,Tanker
419301003,MT Coromandel King,2017-01-27 06:34:00,13.24724,80.33927,0,358.4,Tanker
419301007,MT Bay Tanker,2017-01-27 06:34:00,13.15036,80.46152,0.2,359.9,Tanker
538301001,MT Gulf Carrier,2017-01-27 06:34:00,13.06076,80.5499,0.2,0.9,Tanker
419501007,Pulicat FV-02,2017-01-27 06:34:00,13.63973,80.00878,4.5,264.4,Fishing
419201004,MV Coastal Glory,2017-01-27 06:35:00,13.28159,80.3138,0.1,359.1,Cargo
419201001,MV Vishakha Star,2017-01-27 06:35:00,13.19073,80.46952,0,1.7,Cargo
419201002,MV APJ Kiran,2017-01-27 06:35:00,13.14207,80.4978,0.1,2.1,Cargo
419301004,MT POL Voyager,2017-01-27 06:35:00,13.23074,80.42035,0.1,3.6,Tanker
419201008,MV Chennai Bulk,2017-01-27 06:35:00,12.31256,82.42245,12.4,286.2,Cargo
419301005,MT Coastal Trader,2017-01-27 06:35:00,12.84544,80.8993,10.2,314.2,Tanker
419501004,Ennore FV-11,2017-01-27 06:35:00,13.17834,80.3914,4.5,148.0,Fishing
419201005,MV Eastern Star,2017-01-27 06:36:00,12.28078,82.32152,14.0,284.3,Cargo
636201001,MV Fortune Bulker,2017-01-27 06:36:00,11.65459,83.29014,13.8,283.4,Cargo
419201003,MV Ennore Express,2017-01-27 06:37:00,13.26672,80.32058,0.0,5.9,Cargo
419301001,MT Sanmar Spirit,2017-01-27 06:37:00,13.24306,80.35488,0.3,89.8,Tanker
419601002,Tug KPL-2,2017-01-27 06:37:00,13.20388,80.33726,3.9,151.1,Tug
419601003,Pilot KPL,2017-01-27 06:37:00,13.23682,80.28925,4.2,343.1,Tug
419201006,MV KPL Carrier,2017-01-27 06:38:00,13.24873,80.33577,0.1,89.3,Cargo
419301006,MT Triton,2017-01-27 06:38:00,13.26636,80.31078,0,4.7,Tanker
419301002,MT Chennai Petro,2017-01-27 06:38:00,13.09101,80.53092,0.2,359.5,Tanker
419401002,MV Coromandel Trade,2017-01-27 06:38:00,11.77775,82.43174,13.4,6.3,Container
419501005,Ennore FV-12,2017-01-27 06:38:00,13.24885,80.34691,5.6,288.6,Fishing
419501010,North FV-01,2017-01-27 06:38:00,13.20551,80.54159,6.0,66.7,Fishing
419201007,MV Sakthi Pride,2017-01-27 06:39:00,13.25119,80.31745,0.0,0.8,Cargo
419201010,MV KPL Vishal,2017-01-27 06:39:00,12.85049,81.12937,12.9,293.0,Cargo
419501015,North FV-21,2017-01-27 06:39:00,13.44892,80.2193,3.9,165.3,Fishing
419601004,Tug Ennore,2017-01-27 06:39:00,13.26802,80.30472,4.1,334.8,Tug
419053900,MT Dawn Kanchipuram,2017-01-27 06:40:00,12.4236,81.54581,9.6,326.1,Tanker
419201004,MV Coastal Glory,2017-01-27 06:40:00,13.28188,80.31507,0.0,0.9,Cargo
419301003,MT Coromandel King,2017-01-27 06:40:00,13.24666,80.33973,0.1,4.4,Tanker
419201001,MV Vishakha Star,2017-01-27 06:40:00,13.19153,80.47074,0,0.1,Cargo
419201002,MV APJ Kiran,2017-01-27 06:40:00,13.14211,80.49988,0,1.9,Cargo
419301007,MT Bay Tanker,2017-01-27 06:40:00,13.15057,80.45995,0.0,1.3,Tanker
419201003,MV Ennore Express,2017-01-27 06:41:00,13.26534,80.32009,0,358.1,Cargo
419301004,MT POL Voyager,2017-01-27 06:41:00,13.23007,80.41918,0,357.3,Tanker
538301001,MT Gulf Carrier,2017-01-27 06:41:00,13.06033,80.54842,0,359.9,Tanker
419601001,Tug KPL-1,2017-01-27 06:41:00,13.2371,80.29953,4.4,63.7,Tug
419301005,MT Coastal Trader,2017-01-27 06:42:00,12.85964,80.88587,9.9,315.1,Tanker
419501001,Chennai FV-01,2017-01-27 06:42:00,13.37037,80.23105,4.1,120.1,Fishing
419201006,MV KPL Carrier,2017-01-27 06:43:00,13.25029,80.33722,0.2,90.3,Cargo
419201007,MV Sakthi Pride,2017-01-27 06:43:00,13.25086,80.3177,0,357.6,Cargo
419301001,MT Sanmar Spirit,2017-01-27 06:43:00,13.24448,80.3564,0.1,91.1,Tanker
419301006,MT Triton,2017-01-27 06:43:00,13.26427,80.30904,0.1,1.6,Tanker
419201005,MV Eastern Star,2017-01-27 06:43:00,12.28797,82.29005,13.8,287.1,Cargo
419201008,MV Chennai Bulk,2017-01-27 06:43:00,12.32263,82.3954,12.7,289.0,Cargo
419501003,Chennai FV-03,2017-01-27 06:43:00,13.29386,80.20825,3.7,232.6,Fishing
636201001,MV Fortune Bulker,2017-01-27 06:44:00,11.6575,83.25696,13.8,283.5,Cargo
419301003,MT Coromandel King,2017-01-27 06:45:00,13.24951,80.34016,0.5,357.5,Tanker
419301002,MT Chennai Petro,2017-01-27 06:45:00,13.09084,80.53116,0.0,357.7,Tanker
419301007,MT Bay Tanker,2017-01-27 06:45:00,13.14999,80.45937,0,3.9,Tanker
419201010,MV KPL Vishal,2017-01-27 06:45:00,12.86146,81.10076,13.0,292.6,Cargo
419201004,MV Coastal Glory,2017-01-27 06:46:00,13.2813,80.31458,0.3,359.5,Cargo
419201002,MV APJ Kiran,2017-01-27 06:46:00,13.14298,80.50097,0,356.3,Cargo
636401001,MV Atlantic Bridge,2017-01-27 06:46:00,15.70539,82.0813,16.9,355.3,Container
419501006,Pulicat FV-01,2017-01-27 06:46:00,13.69992,80.12005,3.7,90.1,Fishing
419501009,Kovalam FV-02,2017-01-27 06:46:00,12.80311,80.2766,3.6,101.4,Fishing
419201003,MV Ennore Express,2017-01-27 06:47:00,13.26707,80.31907,0.1,358.3,Cargo
419301001,MT Sanmar Spirit,2017-01-27 06:47:00,13.24462,80.35634,0,90.6,Tanker
419201001,MV Vishakha Star,2017-01-27 06:47:00,13.19202,80.46941,0.2,359.6,Cargo
419301004,MT POL Voyager,2017-01-27 06:47:00,13.23147,80.41968,0,0.7,Tanker
538301001,MT Gulf Carrier,2017-01-27 06:47:00,13.06062,80.55089,0.0,1.1,Tanker
566401001,MV Singapore Star,2017-01-27 06:47:00,10.3631,83.10946,15.2,5.4,Container
419501014,Chennai FV-11,2017-01-27 06:47:00,13.15033,80.37009,3.8,315.6,Fishing
419053900,MT Dawn Kanchipuram,2017-01-27 06:48:00,12.44033,81.52954,9.8,323.7,Tanker
419201006,MV KPL Carrier,2017-01-27 06:49:00,13.24918,80.33627,0,91.1,Cargo
419201007,MV Sakthi Pride,2017-01-27 06:49:00,13.25384,80.31728,0.3,2.9,Cargo
419301006,MT Triton,2017-01-27 06:49:00,13.26501,80.30858,0.0,358.5,Tanker
419201005,MV Eastern Star,2017-01-27 06:49:00,12.29554,82.26061,13.8,284.3,Cargo
419501008,Kovalam FV-01,2017-01-27 06:49:00,12.74599,80.27761,4.8,166.8,Fishing
419201008,MV Chennai Bulk,2017-01-27 06:50:00,12.32784,82.36947,12.2,288.4,Cargo
419401002,MV Coromandel Trade,2017-01-27 06:50:00,11.8361,82.43365,14.2,2.6,Container
419301005,MT Coastal Trader,2017-01-27 06:50:00,12.8757,80.86636,10.3,315.0,Tanker
419201004,MV Coastal Glory,2017-01-27 06:51:00,13.28081,80.31607,0.1,3.0,Cargo
419301003,MT Coromandel King,2017-01-27 06:51:00,13.24894,80.33986,0.2,358.3,Tanker
419501004,Ennore FV-11,2017-01-27 06:51:00,13.15897,80.40374,4.5,150.3,Fishing
419501012,Royapuram FV,2017-01-27 06:51:00,13.07216,80.35383,5.2,140.8,Fishing
419201002,MV APJ Kiran,2017-01-27 06:52:00,13.14249,80.50017,0.3,358.4,Cargo
419301002,MT Chennai Petro,2017-01-27 06:52:00,13.09092,80.52943,0.2,359.3,Tanker
419301007,MT Bay Tanker,2017-01-27 06:52:00,13.1495,80.46189,0,359.6,Tanker
419501015,North FV-21,2017-01-27 06:52:00,13.43059,80.22617,4.0,165.8,Fishing
419201003,MV Ennore Express,2017-01-27 06:53:00,13.26714,80.3203,0.3,4.8,Cargo
419301001,MT Sanmar Spirit,2017-01-27 06:53:00,13.24354,80.35881,0.2,89.8,Tanker
419301006,MT Triton,2017-01-27 06:53:00,13.26401,80.3094,0.3,4.6,Tanker
419201001,MV Vishakha Star,2017-01-27 06:53:00,13.19098,80.47077,0.0,359.5,Cargo
419301004,MT POL Voyager,2017-01-27 06:53:00,13.23171,80.42123,0.1,358.8,Tanker
538301001,MT Gulf Carrier,2017-01-27 06:53:00,13.06181,80.55001,0.3,1.1,Tanker
636201001,MV Fortune Bulker,2017-01-27 06:53:00,11.66402,83.22735,13.6,280.2,Cargo
419201006,MV KPL Carrier,2017-01-27 06:54:00,13.24935,80.33603,0.3,91.6,Cargo
419201010,MV KPL Vishal,2017-01-27 06:54:00,12.87135,81.07296,13.2,292.8,Cargo
419501005,Ennore FV-12,2017-01-27 06:54:00,13.25495,80.32045,5.1,291.7,Fishing
419501007,Pulicat FV-02,2017-01-27 06:54:00,13.63874,79.98597,4.0,260.9,Fishing
419501010,North FV-01,2017-01-27 06:54:00,13.21859,80.57111,5.2,60.4,Fishing
419201007,MV Sakthi Pride,2017-01-27 06:55:00,13.25193,80.31848,0,357.7,Cargo
419301003,MT Coromandel King,2017-01-27 06:55:00,13.24861,80.34053,0.3,1.6,Tanker
419201004,MV Coastal Glory,2017-01-27 06:56:00,13.28243,80.3162,0.4,0.0,Cargo
419201008,MV Chennai Bulk,2017-01-27 06:56:00,12.33718,82.34259,12.3,284.4,Cargo
419501003,Chennai FV-03,2017-01-27 06:56:00,13.28072,80.19428,3.9,234.9,Fishing
419601001,Tug KPL-1,2017-01-27 06:56:00,13.22743,80.27219,4.4,319.3,Tug
419053900,MT Dawn Kanchipuram,2017-01-27 06:58:00,12.45781,81.5186,10.2,321.1,Tanker
419201003,MV Ennore Express,2017-01-27 06:58:00,13.26607,80.32041,0,2.4,Cargo
419301001,MT Sanmar Spirit,2017-01-27 06:58:00,13.24382,80.35861,0.3,88.5,Tanker
419301002,MT Chennai Petro,2017-01-27 06:58:00,13.09038,80.53009,0.5,2.4,Tanker
419301004,MT POL Voyager,2017-01-27 06:58:00,13.2284,80.42084,0.2,358.5,Tanker
419201005,MV Eastern Star,2017-01-27 06:58:00,12.30258,82.23081,13.8,284.7,Cargo
419201006,MV KPL Carrier,2017-01-27 06:59:00,13.24777,80.33714,0.2,91.2,Cargo
419201007,MV Sakthi Pride,2017-01-27 06:59:00,13.2535,80.31984,0,0.9,Cargo
419301006,MT Triton,2017-01-27 06:59:00,13.26537,80.31043,0,359.7,Tanker
419201002,MV APJ Kiran,2017-01-27 06:59:00,13.14339,80.49854,0.1,359.2,Cargo
419301007,MT Bay Tanker,2017-01-27 06:59:00,13.15002,80.46019,0.3,358.4,Tanker
538301001,MT Gulf Carrier,2017-01-27 06:59:00,13.06198,80.54936,0.0,1.9,Tanker
419601004,Tug Ennore,2017-01-27 06:59:00,13.23713,80.25969,4.3,305.5,Tug
419201001,MV Vishakha Star,2017-01-27 07:00:00,13.19188,80.47033,0.1,357.7,Cargo
636201001,MV Fortune Bulker,2017-01-27 07:00:00,11.66874,83.19856,13.8,284.3,Cargo
419201010,MV KPL Vishal,2017-01-27 07:00:00,12.88063,81.04533,13.2,287.1,Cargo
566401001,MV Singapore Star,2017-01-27 07:00:00,10.42638,83.11806,15.3,9.9,Container
419301005,MT Coastal Trader,2017-01-27 07:00:00,12.8895,80.84933,10.3,311.5,Tanker
419301003,MT Coromandel King,2017-01-27 07:01:00,13.24929,80.34083,0,0.7,Tanker
419501001,Chennai FV-01,2017-01-27 07:01:00,13.36021,80.24831,4.2,122.2,Fishing
419601003,Pilot KPL,2017-01-27 07:01:00,13.25837,80.32121,4.4,182.1,Tug
419201004,MV Coastal Glory,2017-01-27 07:02:00,13.28334,80.31545,0.7,358.9,Cargo
419601002,Tug KPL-2,2017-01-27 07:02:00,13.27254,80.29625,4.1,256.9,Tug
419201003,MV Ennore Express,2017-01-27 07:03:00,13.2647,80.32159,0.5,0.5,Cargo
419301004,MT POL Voyager,2017-01-27 07:03:00,13.23223,80.42103,0.7,359.8,Tanker
419201008,MV Chennai Bulk,2017-01-27 07:03:00,12.34501,82.31673,13.1,286.6,Cargo
419301001,MT Sanmar Spirit,2017-01-27 07:04:00,13.24329,80.35789,0.6,90.5,Tanker
419201002,MV APJ Kiran,2017-01-27 07:04:00,13.1428,80.49992,0.3,356.7,Cargo
419301002,MT Chennai Petro,2017-01-27 07:04:00,13.09165,80.52949,0,0.5,Tanker
419301007,MT Bay Tanker,2017-01-27 07:04:00,13.15037,80.46042,0,0.2,Tanker
419201005,MV Eastern Star,2017-01-27 07:04:00,12.31211,82.20007,13.4,287.9,Cargo
636401001,MV Atlantic Bridge,2017-01-27 07:04:00,15.77266,82.0753,16.8,355.0,Container
419501008,Kovalam FV-01,2017-01-27 07:04:00,12.72416,80.28352,4.6,168.7,Fishing
419501014,Chennai FV-11,2017-01-27 07:04:00,13.16343,80.35488,4.1,318.9,Fishing
419053900,MT Dawn Kanchipuram,2017-01-27 07:05:00,12.47594,81.50434,10.3,325.4,Tanker
419201006,MV KPL Carrier,2017-01-27 07:05:00,13.24914,80.33679,0.1,88.4,Cargo
419201007,MV Sakthi Pride,2017-01-27 07:05:00,13.25205,80.3167,0,0.4,Cargo
419301006,MT Triton,2017-01-27 07:05:00,13.26541,80.31161,0,359.2,Tanker
419201001,MV Vishakha Star,2017-01-27 07:05:00,13.19182,80.46984,0,357.3,Cargo
419501015,North FV-21,2017-01-27 07:05:00,13.40965,80.23055,3.9,166.9,Fishing
419201004,MV Coastal Glory,2017-01-27 07:06:00,13.28417,80.31539,0.1,359.2,Cargo
419301003,MT Coromandel King,2017-01-27 07:06:00,13.24949,80.33955,0,359.9,Tanker
538301001,MT Gulf Carrier,2017-01-27 07:06:00,13.06222,80.5501,0,356.9,Tanker
419401002,MV Coromandel Trade,2017-01-27 07:06:00,11.89405,82.43671,13.9,2.1,Container
419301005,MT Coastal Trader,2017-01-27 07:06:00,12.90508,80.83099,10.3,313.2,Tanker
419501009,Kovalam FV-02,2017-01-27 07:07:00,12.80003,80.29375,4.0,107.0,Fishing
419301001,MT Sanmar Spirit,2017-01-27 07:08:00,13.24324,80.35837,0.2,90.3,Tanker
419301004,MT POL Voyager,2017-01-27 07:08:00,13.2341,80.41845,0,3.7,Tanker
636201001,MV Fortune Bulker,2017-01-27 07:08:00,11.67529,83.16513,13.8,281.6,Cargo
419201010,MV KPL Vishal,2017-01-27 07:08:00,12.89191,81.01588,13.2,290.8,Cargo
419201003,MV Ennore Express,2017-01-27 07:09:00,13.26586,80.32029,0,357.9,Cargo
419201007,MV Sakthi Pride,2017-01-27 07:09:00,13.25154,80.31879,0.0,357.8,Cargo
419301002,MT Chennai Petro,2017-01-27 07:09:00,13.09158,80.53055,0,359.7,Tanker
419501003,Chennai FV-03,2017-01-27 07:09:00,13.2702,80.17983,3.7,237.7,Fishing
419501006,Pulicat FV-01,2017-01-27 07:09:00,13.69919,80.13978,3.6,93.6,Fishing
419201004,MV Coastal Glory,2017-01-27 07:10:00,13.28313,80.315,0.2,0.3,Cargo
419201006,MV KPL Carrier,2017-01-27 07:10:00,13.248,80.33615,0.1,91.9,Cargo
419201002,MV APJ Kiran,2017-01-27 07:10:00,13.14385,80.49876,0.4,359.2,Cargo
419501012,Royapuram FV,2017-01-27 07:10:00,13.05359,80.37029,4.6,138.9,Fishing
419301006,MT Triton,2017-01-27 07:11:00,13.26369,80.30909,0,358.1,Tanker
419301007,MT Bay Tanker,2017-01-27 07:11:00,13.14857,80.46075,0,358.1,Tanker
419501005,Ennore FV-12,2017-01-27 07:11:00,13.26579,80.29426,5.0,288.9,Fishing
419053900,MT Dawn Kanchipuram,2017-01-27 07:12:00,12.49101,81.49174,10.1,323.6,Tanker
419301001,MT Sanmar Spirit,2017-01-27 07:12:00,13.24394,80.3583,0.0,90.0,Tanker
419301003,MT Coromandel King,2017-01-27 07:12:00,13.24941,80.34086,0.1,1.5,Tanker
419201001,MV Vishakha Star,2017-01-27 07:12:00,13.19213,80.4695,0.4,0.6,Cargo
538301001,MT Gulf Carrier,2017-01-27 07:12:00,13.06263,80.55121,0.1,359.8,Tanker
419201008,MV Chennai Bulk,2017-01-27 07:12:00,12.35281,82.2876,12.0,286.6,Cargo
419501004,Ennore FV-11,2017-01-27 07:13:00,13.13866,80.41464,4.7,150.2,Fishing
419201004,MV Coastal Glory,2017-01-27 07:14:00,13.28449,80.31503,0.5,2.7,Cargo
419201007,MV Sakthi Pride,2017-01-27 07:14:00,13.24983,80.31676,0,2.4,Cargo
419201005,MV Eastern Star,2017-01-27 07:14:00,12.31872,82.16855,13.9,283.4,Cargo
419201010,MV KPL Vishal,2017-01-27 07:14:00,12.90069,80.986,13.6,289.2,Cargo
419501007,Pulicat FV-02,2017-01-27 07:14:00,13.63466,79.96191,3.6,262.9,Fishing
419201003,MV Ennore Express,2017-01-27 07:15:00,13.26538,80.31891,0,0.0,Cargo
419301004,MT POL Voyager,2017-01-27 07:15:00,13.233,80.42063,0.2,358.6,Tanker
419201006,MV KPL Carrier,2017-01-27 07:16:00,13.24807,80.33842,0,91.2,Cargo
419301003,MT Coromandel King,2017-01-27 07:16:00,13.24912,80.34193,0,0.5,Tanker
419301002,MT Chennai Petro,2017-01-27 07:16:00,13.09213,80.52991,0,357.3,Tanker
419301007,MT Bay Tanker,2017-01-27 07:16:00,13.15049,80.46014,0,0.3,Tanker
566401001,MV Singapore Star,2017-01-27 07:16:00,10.48756,83.12702,15.4,6.8,Container
419301005,MT Coastal Trader,2017-01-27 07:16:00,12.92036,80.81407,10.7,310.8,Tanker
419501010,North FV-01,2017-01-27 07:16:00,13.23323,80.59395,5.7,62.8,Fishing
419601003,Pilot KPL,2017-01-27 07:16:00,13.25595,80.29442,4.3,204.4,Tug
419301001,MT Sanmar Spirit,2017-01-27 07:17:00,13.24467,80.35763,0.2,88.8,Tanker
419301006,MT Triton,2017-01-27 07:17:00,13.26574,80.30925,0,2.1,Tanker
419201002,MV APJ Kiran,2017-01-27 07:17:00,13.14459,80.49794,0.1,358.8,Cargo
636201001,MV Fortune Bulker,2017-01-27 07:17:00,11.67826,83.1329,13.8,277.0,Cargo
419201004,MV Coastal Glory,2017-01-27 07:18:00,13.2851,80.31374,0.7,3.5,Cargo
419501014,Chennai FV-11,2017-01-27 07:18:00,13.17609,80.34063,3.7,314.8,Fishing
419201001,MV Vishakha Star,2017-01-27 07:19:00,13.19403,80.47169,0.0,358.7,Cargo
538301001,MT Gulf Carrier,2017-01-27 07:19:00,13.06197,80.54971,0.1,358.5,Tanker
419401002,MV Coromandel Trade,2017-01-27 07:19:00,11.95156,82.44208,14.0,2.6,Container
419501001,Chennai FV-01,2017-01-27 07:19:00,13.35084,80.26696,3.6,121.3,Fishing
419201007,MV Sakthi Pride,2017-01-27 07:20:00,13.25215,80.3176,0.0,357.6,Cargo
419301003,MT Coromandel King,2017-01-27 07:20:00,13.24946,80.34104,0,1.5,Tanker
419301004,MT POL Voyager,2017-01-27 07:20:00,13.23319,80.42189,0.1,358.4,Tanker
419501015,North FV-21,2017-01-27 07:20:00,13.39018,80.23506,4.3,167.2,Fishing
419601002,Tug KPL-2,2017-01-27 07:20:00,13.24219,80.30271,4.0,45.5,Tug
419601004,Tug Ennore,2017-01-27 07:20:00,13.27212,80.28739,4.2,116.4,Tug
419053900,MT Dawn Kanchipuram,2017-01-27 07:21:00,12.50835,81.4758,10.0,325.3,Tanker
419201003,MV Ennore Express,2017-01-27 07:21:00,13.26578,80.32012,0.2,357.4,Cargo
419301001,MT Sanmar Spirit,2017-01-27 07:21:00,13.24367,80.3589,0.3,93.5,Tanker
419301002,MT Chennai Petro,2017-01-27 07:21:00,13.09254,80.53022,0,358.7,Tanker
419301007,MT Bay Tanker,2017-01-27 07:21:00,13.15087,80.46033,0.0,0.8,Tanker
419201008,MV Chennai Bulk,2017-01-27 07:21:00,12.36049,82.25892,12.3,286.8,Cargo
357401001,MV Orient Trader,2017-01-27 07:21:00,11.80002,82.20011,17.2,5.8,Container
419601001,Tug KPL-1,2017-01-27 07:21:00,13.2263,80.30167,3.9,19.8,Tug
419201006,MV KPL Carrier,2017-01-27 07:22:00,13.24834,80.33787,0.2,87.5,Cargo
419201010,MV KPL Vishal,2017-01-27 07:22:00,12.91146,80.95872,13.4,287.7,Cargo
636401001,MV Atlantic Bridge,2017-01-27 07:22:00,15.84301,82.06869,16.5,358.6,Container
419201004,MV Coastal Glory,2017-01-27 07:23:00,13.28534,80.31427,0.2,359.0,Cargo
419301006,MT Triton,2017-01-27 07:23:00,13.26545,80.31026,0,356.9,Tanker
419201002,MV APJ Kiran,2017-01-27 07:23:00,13.14337,80.50178,0.2,0.6,Cargo
419201005,MV Eastern Star,2017-01-27 07:23:00,12.32779,82.13953,13.4,286.0,Cargo
419301005,MT Coastal Trader,2017-01-27 07:23:00,12.93582,80.79841,10.3,309.0,Tanker
419501008,Kovalam FV-01,2017-01-27 07:23:00,12.69944,80.28811,4.3,166.0,Fishing
419301003,MT Coromandel King,2017-01-27 07:24:00,13.24765,80.33973,0,0.1,Tanker
